Country,Fiscal Year,GDP
Austria,2002,214394866675.24
Azerbaijan,2002,6236086669.17539
"Bahamas, The",2002,8881160000.0
Bahrain,2002,9593510638.29787
Bangladesh,2002,54724081490.5102
Barbados,2002,3106500000.0
Belarus,2002,14594928109.4411
Belgium,2002,258383599375.177
Belize,2002,1233000000.0
Benin,2002,4194342689.26284
Bermuda,2002,3937228000.0
Bhutan,2002,520846131.727551
Bolivia,2002,7905485146.44351
Bosnia and Herzegovina,2002,6728219506.73943
Botswana,2002,5438864269.39361
Brazil,2002,509795270707.268
Brunei,2002,5843367180.06094
Bulgaria,2002,16403043849.8297
Burkina Faso,2002,3622350065.5903
Burundi,2002,825394519.71933
Cambodia,2002,4284028482.53766
Cameroon,2002,12417251341.6032
Canada,2002,760649334098.005
Cape Verde,2002,620507385.702206
Central African Republic,2002,996068145.608021
Chad,2002,1997005710.26555
Chile,2002,70295232513.0515
China,2002,1470557565965.51
Colombia,2002,97945812789.8533
Comoros,2002,425964681.148945
"Congo, Dem. Rep.",2002,8728038525.14034
"Congo, Rep.",2002,3034250926.18009
Costa Rica,2002,16578820687.2881
Cote d'Ivoire,2002,18054383333.5221
Croatia,2002,26757255951.7786
Cuba,2002,33590500000.0
Cyprus,2002,11420227884.6154
Czech Republic,2002,82196206089.7585
Denmark,2002,178634843165.633
Djibouti,2002,591122039.601398
Dominica,2002,333196296.296296
Dominican Republic,2002,27137441266.3355
East Timor,2002,469506700.0
Ecuador,2002,28548945000.0
"Egypt, Arab Rep.",2002,85146067415.7303
El Salvador,2002,12664190300.0
Eritrea,2002,729321671.445917
Estonia,2002,7367975887.72723
Eswatini,2002,1432221784.41501
Ethiopia(excludes Eritrea),2002,7850809498.16803
Faeroe Islands,2002,1275093662.35235
Fiji,2002,1833279985.36741
Finland,2002,140404460203.138
Fm Sudan,2002,18137126092.2818
France,2002,1501409382971.38
French Polynesia,2002,3965405556.55574
Gabon,2002,5335451103.75569
"Gambia, The",2002,578235309.327198
Georgia,2002,3395766677.67315
Germany,2002,2078484517474.51
Ghana,2002,6166197191.76694
Greece,2002,154564203586.954
Greenland,2002,1169136691.35372
Grenada,2002,540336925.925926
Guatemala,2002,20444205991.025
Guinea,2002,2950198723.60858
Guinea-Bissau,2002,417806651.119856
Guyana,2002,726131434.715338
Honduras,2002,7858255253.49986
"Hong Kong, China",2002,166348873240.942
Hungary,2002,67608919144.3684
Iceland,2002,9318398443.55146
India,2002,514937948870.08
Indonesia,2002,195660611165.183
"Iran, Islamic Rep.",2002,128626917503.72
Iraq,2002,32928454672.4246
Ireland,2002,128596035288.401
Israel,2002,125059962957.686
Italy,2002,1276769338449.3
Jamaica,2002,9719009561.76107
Japan,2002,4182845406488.62
Jordan,2002,9582512830.86809
Kazakhstan,2002,24636598581.0204
Kenya,2002,13147736954.17
Kiribati,2002,72197928.6223641
"Korea, Rep.",2002,627246081417.004
Kuwait,2002,38135756834.1741
Kyrgyz Republic,2002,1605643104.73021
Lao PDR,2002,1758176653.07746
Latvia,2002,9557031605.27512
Lebanon,2002,19152238805.9701
Lesotho,2002,775777263.090784
Libya,2002,20481889763.7795
Lithuania,2002,14259781159.0119
Luxembourg,2002,23649833332.1655
Macao,2002,7371692468.55849
Madagascar,2002,5351701664.71362
Malawi,2002,5087328437.8737
Malaysia,2002,100845526315.789
Maldives,2002,897031250.0
Mali,2002,3908121309.85681
Malta,2002,4693495693.49569
Mauritania,2002,1777057503.059
Mauritius,2002,4841310239.63687
Mexico,2002,772109710670.873
"Micronesia, Fed. Sts.",2002,242517200.0
Moldova,2002,1661818168.4226
Mongolia,2002,1396555719.97409
Montenegro,2002,1284685050.52413
Morocco,2002,47077192183.7329
Mozambique,2002,5677013628.85057
Myanmar,2002,6110632857.66584
Namibia,2002,3349169932.3008
Nepal,2002,6050875806.66403
Netherlands,2002,473861980070.981
New Caledonia,2002,3740056751.5259
New Zealand,2002,66627729311.4495
Nicaragua,2002,5224213017.54386
Niger,2002,2782192880.69187
Nigeria,2002,95054094655.3277
North Macedonia,2002,4018365767.82494
Norway,2002,195915371987.697
Occ.Pal.Terr,2002,3555800000.0
Oman,2002,20142756046.814
Pakistan,2002,79904985384.8652
Palau,2002,163184900.0
Panama,2002,12994310400.0
Papua New Guinea,2002,2999511040.19764
Paraguay,2002,7196260656.84556
Peru,2002,54777553515.0809
Philippines,2002,84307346432.1264
Poland,2002,199070432431.108
Portugal,2002,134795565549.419
Qatar,2002,19363736263.7363
Romania,2002,46065502702.5817
Russian Federation,2002,345470494417.863
Rwanda,2002,1965932546.35834
Samoa,2002,281790139.027035
Sao Tome and Principe,2002,85171073.8777498
Saudi Arabia,2002,189605920240.516
Senegal,2002,7006402324.84511
"Serbia, FR(Serbia/Montenegro)",2002,17120906918.3503
Seychelles,2002,742134792.367443
Sierra Leone,2002,1236235826.58409
Singapore,2002,92538355642.8848
Slovak Republic,2002,35297794385.6863
Slovenia,2002,23489890274.3142
Solomon Islands,2002,346406733.603556
South Africa,2002,129087560694.625
Spain,2002,708756677088.629
Sri Lanka,2002,16536535647.0834
St. Kitts and Nevis,2002,481077373.669966
St. Lucia,2002,900000000.0
St. Vincent and the Grenadines,2002,487763851.851852
Suriname,2002,1093574468.08511
Sweden,2002,266848422377.999
Switzerland,2002,309299934075.77
Syrian Arab Republic,2002,90558485523.3853
Tajikistan,2002,1221106073.03073
Tanzania,2002,14142035080.2849
Thailand,2002,134300903357.962
Togo,2002,2319268823.40971
Tonga,2002,182764299.854513
Trinidad and Tobago,2002,9008297748.05893
Tunisia,2002,23141611178.8428
Turkey,2002,240249005455.218
Turkmenistan,2002,4462028988.72949
Turks and Caicos Isl.,2002,366707900.0
Tuvalu,2002,16842677.1707019
Uganda,2002,6178563590.89254
Ukraine,2002,43956163612.0433
United Arab Emirates,2002,109816201497.617
United Kingdom,2002,1785781372553.92
United States,2002,10929112955000.0
Uruguay,2002,13606515935.952
Uzbekistan,2002,9687788512.80184
Vanuatu,2002,262596534.920198
Venezuela,2002,92893587733.6549
Vietnam,2002,35064105500.8344
Yemen,2002,10694628091.6726
Zambia,2002,4193850445.42632
Zimbabwe,2002,6342116400.0
Afghanistan,2003,4539496562.95373
Albania,2003,5611496257.14231
Algeria,2003,67863850333.9526
Andorra,2003,2361635782.06019
Angola,2003,17812704626.2324
Antigua and Barbuda,2003,856396296.296296
Argentina,2003,127586973492.177
Armenia,2003,2807061008.69084
Aruba,2003,2044134078.21229
Australia,2003,467497961560.862
Austria,2003,262273631180.054
Azerbaijan,2003,7276413079.11451
"Bahamas, The",2003,8870090000.0
Bahrain,2003,11074813829.7872
Bangladesh,2003,60158929188.2556
Barbados,2003,3209500000.0
Belarus,2003,17825437482.8613
Belgium,2003,318082528506.588
Belize,2003,1298000000.0
Benin,2003,5349258092.89147
Bermuda,2003,4186525000.0
Bhutan,2003,603999372.378586
Bolivia,2003,8082399991.29583
Bosnia and Herzegovina,2003,8498893357.96025
Botswana,2003,7511582173.37724
Brazil,2003,558233724160.742
Brunei,2003,6557395815.59539
Bulgaria,2003,21144962058.2885
Burkina Faso,2003,4740768141.265
Burundi,2003,784654423.620476
Cambodia,2003,4658246918.27092
Cameroon,2003,15970315030.2406
Canada,2003,895540646634.787
Cape Verde,2003,813260468.873834
Central African Republic,2003,1142315522.1989
Chad,2003,2742815070.75867
Chile,2003,76507853875.6649
China,2003,1660280610709.71
Colombia,2003,94644969146.1352
Comoros,2003,546885223.179133
"Congo, Dem. Rep.",2003,8937567059.87754
"Congo, Rep.",2003,3503723086.7028
Costa Rica,2003,17271760506.9483
Cote d'Ivoire,2003,21251754334.7999
Croatia,2003,35254833028.402
Cuba,2003,35901200000.0
Cyprus,2003,14547325028.3126
Czech Republic,2003,100090467581.268
Denmark,2003,218096916361.973
Djibouti,2003,622044665.515049
Dominica,2003,343311111.111111
Dominican Republic,2003,21403168127.883
East Timor,2003,490439100.0
Ecuador,2003,32432858000.0
"Egypt, Arab Rep.",2003,80288461538.4615
El Salvador,2003,13243892200.0
Eritrea,2003,870248293.678303
Estonia,2003,9874013098.46432
Eswatini,2003,2197598417.83694
Ethiopia(excludes Eritrea),2003,8623691300.04079
Faeroe Islands,2003,1501941504.89146
Fiji,2003,2300492002.01302
Finland,2003,171652458349.411
Fm Sudan,2003,21355295732.0535
France,2003,1844544792036.86
French Polynesia,2003,4927780605.25455
Gabon,2003,6511903363.53884
"Gambia, The",2003,487038679.355229
Georgia,2003,3991377904.13162
Germany,2003,2501640388482.35
Ghana,2003,7632720680.28119
Greece,2003,202370140236.265
Greenland,2003,1558759744.20913
Grenada,2003,591018407.407407
Guatemala,2003,21576351798.9145
Guinea,2003,3446441784.82252
Guinea-Bissau,2003,477458577.161635
Guyana,2003,743063949.040207
Honduras,2003,8230391504.77427
"Hong Kong, China",2003,161385558801.811
Hungary,2003,85285075491.886
Iceland,2003,11429335645.2747
India,2003,607699285433.872
Indonesia,2003,234772463823.808
"Iran, Islamic Rep.",2003,153544751395.43
Iraq,2003,21921569478.8163
Ireland,2003,164670771259.602
Israel,2003,131298954868.837
Italy,2003,1577621707050.51
Jamaica,2003,9430234851.61584
Japan,2003,4519563042183.73
Jordan,2003,10195627644.5698
Kazakhstan,2003,30833692831.3955
Kenya,2003,14904517649.8476
Kiribati,2003,90231027.7755407
"Korea, Rep.",2003,702717332012.991
Kuwait,2003,47874659167.9939
Kyrgyz Republic,2003,1919008090.49641
Lao PDR,2003,2023324407.30316
Latvia,2003,11771975156.8073
Lebanon,2003,20082918739.6352
Lesotho,2003,1157825409.28048
Libya,2003,26265625000.0
Lithuania,2003,18781721376.1985
Luxembourg,2003,29667268248.1305
Macao,2003,8246479394.59577
Madagascar,2003,6372498891.38118
Malawi,2003,4669789300.35662
Malaysia,2003,110202368421.053
Maldives,2003,1052121054.6875
Mali,2003,4714071978.28635
Malta,2003,5489359280.75566
Mauritania,2003,2051147606.73687
Mauritius,2003,5816559038.54545
Mexico,2003,729335024013.225
"Micronesia, Fed. Sts.",2003,245432900.0
Moldova,2003,1980907434.76826
Mongolia,2003,1595297355.78349
Montenegro,2003,1707710053.14938
Morocco,2003,58029361338.6298
Mozambique,2003,6303399757.82376
Myanmar,2003,7754647428.07323
Namibia,2003,4926439274.97486
Nepal,2003,6330473096.54071
Netherlands,2003,580070360701.96
New Caledonia,2003,4915353825.59343
New Zealand,2003,88250885550.2626
Nicaragua,2003,5322454925.84746
Niger,2003,3394084731.48601
Nigeria,2003,104738980156.958
North Macedonia,2003,4946296568.73311
Norway,2003,229384929368.922
Occ.Pal.Terr,2003,3968000000.0
Oman,2003,21633708192.4577
Pakistan,2003,91760542940.0717
Palau,2003,153963200.0
Panama,2003,13693981200.0
Papua New Guinea,2003,3536411824.2958
Paraguay,2003,7691367471.17992
Peru,2003,58731030121.8671
Philippines,2003,87039092438.9644
Poland,2003,217828661056.935
Portugal,2003,165226175536.793
Qatar,2003,23533791208.7912
Romania,2003,57806382692.2057
Russian Federation,2003,430347420194.66
Rwanda,2003,2138185328.15156
Samoa,2003,333426144.540765
Sao Tome and Principe,2003,102085765.483057
Saudi Arabia,2003,215807655244.424
Senegal,2003,8768721560.57422
"Serbia, FR(Serbia/Montenegro)",2003,22482365321.7656
Seychelles,2003,750847276.441706
Sierra Leone,2003,1369685676.56203
Singapore,2003,97646382412.8729
Slovak Republic,2003,46919965224.1497
Slovenia,2003,29634713641.0968
Solomon Islands,2003,417668997.397615
South Africa,2003,197018960967.972
Spain,2003,907491523174.116
Sri Lanka,2003,18881765437.2151
St. Kitts and Nevis,2003,469869869.86987
St. Lucia,2003,987407407.407407
St. Vincent and the Grenadines,2003,509090888.888889
Suriname,2003,1274190311.41869
Sweden,2003,334337040046.622
Switzerland,2003,362088305988.747
Syrian Arab Republic,2003,95693808463.2517
Tajikistan,2003,1555318430.76621
Tanzania,2003,15224257698.482
Thailand,2003,152280616469.478
Togo,2003,2875255592.53666
Tonga,2003,202246621.151561
Trinidad and Tobago,2003,11305459802.0683
Tunisia,2003,27453895158.9433
Turkey,2003,314595528425.307
Turkmenistan,2003,5977440582.80171
Turks and Caicos Isl.,2003,409753600.0
Tuvalu,2003,19456335.9287725
Uganda,2003,6606884273.84919
Ukraine,2003,52010352502.0057
United Arab Emirates,2003,124346358066.712
United Kingdom,2003,2056704586736.55
United States,2003,11456442041000.0
Uruguay,2003,12045638209.5112
Uzbekistan,2003,10134453435.4603
Vanuatu,2003,314471413.859657
Venezuela,2003,83620628582.1082
Vietnam,2003,39552513231.0669
Yemen,2003,11777966673.3897
Zambia,2003,4901869715.90457
Zimbabwe,2003,5727591800.0
Afghanistan,2004,5220825048.64637
Albania,2004,7184685781.51876
Algeria,2004,85332581188.6107
Andorra,2004,2895047587.11888
Angola,2004,23552057820.4599
Antigua and Barbuda,2004,919729629.62963
Argentina,2004,164657930452.787
Armenia,2004,3576615240.41616
Aruba,2004,2254748603.35196
Australia,2004,614326362213.686
Austria,2004,301457562038.541
Azerbaijan,2004,8680410157.5717
"Bahamas, The",2004,9055290000.0
Bahrain,2004,13150159574.4681
Bangladesh,2004,65108544250.0425
Barbados,2004,3444500000.0
Belarus,2004,23141593073.9738
Belgium,2004,369214712443.206
Belize,2004,1389500000.0
Benin,2004,6190270377.07583
Bermuda,2004,4484703000.0
Bhutan,2004,682577073.528827
Bolivia,2004,8773451751.5121
Bosnia and Herzegovina,2004,10156541358.1787
Botswana,2004,8957467706.5354
Brazil,2004,669289321953.683
Brunei,2004,7872201250.91582
Bulgaria,2004,26157744752.7834
Burkina Faso,2004,5451688534.59524
Burundi,2004,915257323.3961
Cambodia,2004,5337833248.03924
Cameroon,2004,18826214125.2325
Canada,2004,1026690238278.25
Cape Verde,2004,924940012.85542
Central African Republic,2004,1272360516.62022
Chad,2004,4422855658.38043
Chile,2004,99079365628.3333
China,2004,1955346808095.44
Colombia,2004,117092416651.395
Comoros,2004,633706110.445225
"Congo, Dem. Rep.",2004,10297483481.223
"Congo, Rep.",2004,4656974937.55227
Costa Rica,2004,18610594846.2083
Cote d'Ivoire,2004,23510575668.5588
Croatia,2004,41855265955.2919
Cuba,2004,38203000000.0
Cyprus,2004,17320552500.0
Czech Republic,2004,119814667457.855
Denmark,2004,251374821136.171
Djibouti,2004,666072101.777505
Dominica,2004,367200000.0
Dominican Republic,2004,22322387609.8481
East Timor,2004,440764600.0
Ecuador,2004,36591661000.0
"Egypt, Arab Rep.",2004,78782467532.4675
El Salvador,2004,13724810900.0
Eritrea,2004,1109054005.43971
Estonia,2004,12145911801.2422
Eswatini,2004,2770082791.50412
Ethiopia(excludes Eritrea),2004,10131187261.4421
Faeroe Islands,2004,1724770866.79756
Fiji,2004,2708078476.63012
Finland,2004,197479443979.151
Fm Sudan,2004,26646007250.7319
France,2004,2119633181634.37
French Polynesia,2004,5564109988.14744
Gabon,2004,7770219003.91662
"Gambia, The",2004,961900640.746364
Georgia,2004,5125365191.98664
Germany,2004,2814353869359.08
Ghana,2004,8881419348.21705
Greece,2004,240963562236.127
Greenland,2004,1822499870.64051
Grenada,2004,599118592.592593
Guatemala,2004,23577298589.158
Guinea,2004,3635458213.65962
Guinea-Bissau,2004,532062894.801533
Guyana,2004,787814379.183843
Honduras,2004,8869299234.3377
"Hong Kong, China",2004,169099768875.193
Hungary,2004,104120803140.221
Iceland,2004,13825309101.2703
India,2004,709148514804.659
Indonesia,2004,256836875295.452
"Iran, Islamic Rep.",2004,190043433964.841
Iraq,2004,36627901762.063
Ireland,2004,194372115041.065
Israel,2004,139973668874.271
Italy,2004,1806542968545.56
Jamaica,2004,10174664853.9476
Japan,2004,4893116005656.56
Jordan,2004,11411706629.055
Kazakhstan,2004,43151647002.6096
Kenya,2004,16095337093.8366
Kiribati,2004,102370615.240641
"Korea, Rep.",2004,793175007858.066
Kuwait,2004,59439090600.6108
Kyrgyz Republic,2004,2211534585.0034
Lao PDR,2004,2366398119.8821
Latvia,2004,14435700533.368
Lebanon,2004,21159827992.0398
Lesotho,2004,1511236655.52047
Libya,2004,33122307692.3077
Lithuania,2004,22627507451.5648
Luxembourg,2004,35064843792.8993
Macao,2004,10643253442.6232
Madagascar,2004,5064732625.39054
Malawi,2004,5058726350.48896
Malaysia,2004,124749473684.211
Maldives,2004,1226829562.5
Mali,2004,5454249122.71389
Malta,2004,6116591928.25112
Mauritania,2004,2362501023.24249
Mauritius,2004,6578840498.66931
Mexico,2004,782242912348.371
"Micronesia, Fed. Sts.",2004,240236000.0
Moldova,2004,2598249555.89984
Mongolia,2004,1992066808.09598
Montenegro,2004,2073234417.68066
Morocco,2004,66114147932.3903
Mozambique,2004,7631106170.94621
Myanmar,2004,9390855297.73553
Namibia,2004,6609206506.34686
Nepal,2004,7273938314.71988
Netherlands,2004,658380081545.175
New Caledonia,2004,5895008984.55746
New Zealand,2004,103905628688.949
Nicaragua,2004,5795568204.64532
Niger,2004,3760443735.45875
Nigeria,2004,135764715375.206
North Macedonia,2004,5682784433.35956
Norway,2004,265267350723.204
Occ.Pal.Terr,2004,4603100000.0
Oman,2004,24763712873.8622
Pakistan,2004,107759683863.123
Palau,2004,165186200.0
Panama,2004,15013381700.0
Papua New Guinea,2004,3927157866.96465
Paraguay,2004,9624440836.29309
Peru,2004,66768703497.5687
Philippines,2004,95002000250.4167
Poland,2004,255107275407.423
Portugal,2004,189382122532.169
Qatar,2004,31734065934.0659
Romania,2004,74973660680.522
Russian Federation,2004,591016690742.798
Rwanda,2004,2376464519.64036
Samoa,2004,407747521.116429
Sao Tome and Principe,2004,114582281.98784
Saudi Arabia,2004,258742263029.008
Senegal,2004,10076816661.048
"Serbia, FR(Serbia/Montenegro)",2004,26141968161.0924
Seychelles,2004,893012218.181818
Sierra Leone,2004,1430217080.66487
Singapore,2004,115033570415.043
Slovak Republic,2004,57437444469.087
Slovenia,2004,34414784504.2352
Solomon Islands,2004,468005324.460339
South Africa,2004,255806928394.811
Spain,2004,1069055675273.75
Sri Lanka,2004,20662525941.2985
St. Kitts and Nevis,2004,506900000.0
St. Lucia,2004,1066666666.66667
St. Vincent and the Grenadines,2004,549900185.185185
Suriname,2004,1484092538.40527
Sweden,2004,385118743610.143
Switzerland,2004,403914244451.966
Syrian Arab Republic,2004,112863340757.238
Tajikistan,2004,2076176636.43428
Tanzania,2004,16675948414.7573
Thailand,2004,172895685509.275
Togo,2004,3071152629.2959
Tonga,2004,230657579.058937
Trinidad and Tobago,2004,13280292692.3489
Tunisia,2004,31183893587.4103
Turkey,2004,408865358516.587
Turkmenistan,2004,6838351088.46688
Turks and Caicos Isl.,2004,485598800.0
Tuvalu,2004,22798266.5963107
Uganda,2004,7939487548.40605
Ukraine,2004,67220154164.3166
United Arab Emirates,2004,147824370319.946
United Kingdom,2004,2423047347028.45
United States,2004,12217193198000.0
Uruguay,2004,13686329890.1191
Uzbekistan,2004,12030023547.8807
Vanuatu,2004,364996869.129618
Venezuela,2004,112451400422.982
Vietnam,2004,45427854693.2554
Yemen,2004,13872791658.5487
Zambia,2004,6221109716.39571
Zimbabwe,2004,5805598400.0
Afghanistan,2005,6226198934.83329
Albania,2005,8052077209.3737
Algeria,2005,103198211973.242
Andorra,2005,3159826891.50873
Angola,2005,36970901025.2032
Antigua and Barbuda,2005,1022962962.96296
Argentina,2005,198737095012.282
Armenia,2005,4900469515.07252
Aruba,2005,2359776536.31285
Australia,2005,695305000206.729
Austria,2005,316092273276.015
Azerbaijan,2005,13245421880.834
"Bahamas, The",2005,9836200000.0
Bahrain,2005,15968723404.2553
Bangladesh,2005,69442943089.4309
Barbados,2005,3819500000.0
Belarus,2005,30210091836.8294
Belgium,2005,385714762230.039
Belize,2005,1461500000.0
Benin,2005,6567654958.75337
Bermuda,2005,4868136000.0
Bhutan,2005,796938571.960642
Bolivia,2005,9549122313.39641
Bosnia and Herzegovina,2005,11222796196.6789
Botswana,2005,9918907108.09702
Brazil,2005,891633826582.606
Brunei,2005,9531417164.46943
Bulgaria,2005,29868651533.1188
Burkina Faso,2005,6146353177.43367
Burundi,2005,1117113080.08074
Cambodia,2005,6293046161.83262
Cameroon,2005,19509852219.3298
Canada,2005,1173108598778.68
Cape Verde,2005,972241682.104792
Central African Republic,2005,1337894379.62649
Chad,2005,6649307528.06238
Chile,2005,122314960843.922
China,2005,2285961242869.55
Colombia,2005,145600527535.771
Comoros,2005,653845169.189708
"Congo, Dem. Rep.",2005,11964484457.5233
"Congo, Rep.",2005,6650001684.9045
Costa Rica,2005,20040642476.9817
Cote d'Ivoire,2005,24036918719.3374
Croatia,2005,45025328213.7878
Cuba,2005,42643836100.0
Cyprus,2005,18433411267.2553
Czech Republic,2005,137143375920.47
Denmark,2005,264466895451.157
Djibouti,2005,708633194.726566
Dominica,2005,364255555.555556
Dominican Republic,2005,35777560474.8106
East Timor,2005,462283600.0
Ecuador,2005,41507085000.0
"Egypt, Arab Rep.",2005,89600665557.4043
El Salvador,2005,14698000000.0
Eritrea,2005,1098424709.48675
Estonia,2005,14106790200.2239
Eswatini,2005,3178112332.09377
Ethiopia(excludes Eritrea),2005,12401139453.9738
Faeroe Islands,2005,1759739599.22694
Fiji,2005,2980403464.53066
Finland,2005,204885494686.381
Fm Sudan,2005,35182707173.8157
France,2005,2196945232435.8
French Polynesia,2005,5705052111.28973
Gabon,2005,9582783997.22141
"Gambia, The",2005,1027701055.56871
Georgia,2005,6410912049.87105
Germany,2005,2846864211175.1
Ghana,2005,10744562614.7479
Greece,2005,247875422204.414
Greenland,2005,1849802648.36391
Grenada,2005,695555555.555555
Guatemala,2005,26783388709.1786
Guinea,2005,2937071740.39148
Guinea-Bissau,2005,587029096.029113
Guyana,2005,824880550.343965
Honduras,2005,9757012869.26168
"Hong Kong, China",2005,181569303960.226
Hungary,2005,113211158292.936
Iceland,2005,16852971986.5569
India,2005,820381595512.902
Indonesia,2005,285868619205.904
"Iran, Islamic Rep.",2005,226452138291.542
Iraq,2005,49954890353.2609
Ireland,2005,211876989655.907
Israel,2005,147083996033.603
Italy,2005,1858217147203.73
Jamaica,2005,11243865787.8079
Japan,2005,4831466523975.98
Jordan,2005,12588998589.5628
Kazakhstan,2005,57123671733.8952
Kenya,2005,18737895400.78
Kiribati,2005,112136227.796417
"Korea, Rep.",2005,934901101762.491
Kuwait,2005,80798630136.9863
Kyrgyz Republic,2005,2460246796.05234
Lao PDR,2005,2735558734.81409
Latvia,2005,17003459863.0989
Lebanon,2005,21497336498.9718
Lesotho,2005,1682343439.30976
Libya,2005,47334697611.8548
Lithuania,2005,26097677571.8373
Luxembourg,2005,37672280120.4794
Macao,2005,12160056754.8373
Madagascar,2005,5859269751.63826
Malawi,2005,5320409651.47544
Malaysia,2005,143534418452.154
Maldives,2005,1163362437.5
Mali,2005,6247515892.29694
Malta,2005,6407287650.7897
Mauritania,2005,2936019525.60241
Mauritius,2005,6488743119.74298
Mexico,2005,877476892365.264
"Micronesia, Fed. Sts.",2005,250281900.0
Moldova,2005,2988342907.03096
Mongolia,2005,2523471601.80211
Montenegro,2005,2257174480.78597
Morocco,2005,68852655479.5601
Mozambique,2005,8542083074.14716
Myanmar,2005,10588433068.8549
Namibia,2005,7248375216.59475
Nepal,2005,8130258415.29215
Netherlands,2005,685348181515.953
New Caledonia,2005,6238629461.58574
New Zealand,2005,114720129550.095
Nicaragua,2005,6321324455.16941
Niger,2005,4383315967.49998
Nigeria,2005,175670536601.006
North Macedonia,2005,6258602830.34852
Norway,2005,309978579743.888
Occ.Pal.Terr,2005,5125700000.0
Oman,2005,31081991677.5033
Pakistan,2005,120055291992.938
Palau,2005,190452900.0
Panama,2005,16374393900.0
Papua New Guinea,2005,4865892972.27595
Paraguay,2005,10737500188.1123
Peru,2005,76060606060.6061
Philippines,2005,107419977968.185
Poland,2005,306145913284.466
Portugal,2005,197253876704.921
Qatar,2005,44530494505.4945
Romania,2005,98454374488.2926
Russian Federation,2005,764015982495.676
Rwanda,2005,2933765825.28037
Samoa,2005,476801793.159429
Sao Tome and Principe,2005,136450658.08261
Saudi Arabia,2005,328459700124.064
Senegal,2005,11009033445.2548
"Serbia, FR(Serbia/Montenegro)",2005,27683225959.2468
Seychelles,2005,977899381.818182
Sierra Leone,2005,1627058706.47627
Singapore,2005,127807810333.769
Slovak Republic,2005,62808723476.719
Slovenia,2005,36206395970.6504
Solomon Islands,2005,552864568.402293
South Africa,2005,288867202055.144
Spain,2005,1153715822717.51
Sri Lanka,2005,24405791044.7761
St. Kitts and Nevis,2005,547203703.703704
St. Lucia,2005,1135555555.55556
St. Vincent and the Grenadines,2005,579948925.925926
Suriname,2005,1793410617.00935
Sweden,2005,392218701192.925
Switzerland,2005,418292704114.275
Syrian Arab Republic,2005,134203830734.967
Tajikistan,2005,2312352267.98721
Tanzania,2005,18399046025.2688
Thailand,2005,189318407487.959
Togo,2005,3100356551.92876
Tonga,2005,261803692.13042
Trinidad and Tobago,2005,15982388172.7158
Tunisia,2005,32272178403.5147
Turkey,2005,506314676837.415
Turkmenistan,2005,8103901996.37024
Turks and Caicos Isl.,2005,578645800.0
Tuvalu,2005,22909973.9844518
Uganda,2005,9239221760.48232
Ukraine,2005,89238865118.5263
United Arab Emirates,2005,180617467964.602
United Kingdom,2005,2544813166100.5
United States,2005,13039199193000.0
Uruguay,2005,17362857683.8545
Uzbekistan,2005,14307509838.8053
Vanuatu,2005,394962431.824251
Venezuela,2005,145513489651.872
Vietnam,2005,57633255739.4104
Yemen,2005,16746347681.0074
Zambia,2005,8331870169.14977
Zimbabwe,2005,5755215200.0
Afghanistan,2006,6971383338.70803
Albania,2006,8896074996.35876
Algeria,2006,117027280692.356
Andorra,2006,3456265061.72065
Angola,2006,52381025105.2177
Antigua and Barbuda,2006,1157662962.96296
Argentina,2006,232557260817.308
Armenia,2006,6384452070.74171
Aruba,2006,2469832402.23464
Australia,2006,747907432136.598
Austria,2006,336280064332.411
Azerbaijan,2006,20981929497.6188
"Bahamas, The",2006,10167250000.0
Bahrain,2006,18504760638.2979
Bangladesh,2006,71819083683.7403
Barbados,2006,4217450800.0
Belarus,2006,36961822468.2015
Belgium,2006,408259840868.823
Belize,2006,1581000000.0
Benin,2006,7034111316.29951
Bermuda,2006,6144000000.0
Bhutan,2006,874989734.663935
Bolivia,2006,11451845378.6897
Bosnia and Herzegovina,2006,12864842268.5435
Botswana,2006,9919158482.41085
Brazil,2006,1107626711436.44
Brunei,2006,11470462364.6891
Bulgaria,2006,34380543845.3973
Burkina Faso,2006,6547419821.69486
Burundi,2006,1273375078.44844
Cambodia,2006,7274595706.67154
Cameroon,2006,20910512978.1716
Canada,2006,1319264809590.97
Cape Verde,2006,1107571459.02306
Cayman Islands,2006,4200288282.10157
Central African Republic,2006,1461859762.62791
Chad,2006,7428701455.40565
Chile,2006,153840051814.059
China,2006,2752118542130.4
Colombia,2006,161792959247.85
Comoros,2006,698431794.458549
"Congo, Dem. Rep.",2006,14451901696.3878
"Congo, Rep.",2006,8072305030.68484
Costa Rica,2006,22715540324.3032
Cote d'Ivoire,2006,25281413268.2525
Croatia,2006,49532592592.8832
Cuba,2006,48835925925.9259
Cyprus,2006,20072786350.5206
Czech Republic,2006,156264210926.177
Denmark,2006,282885978374.285
Djibouti,2006,768873684.032838
Dominica,2006,390251851.851852
Dominican Republic,2006,37879829854.7965
East Timor,2006,453805100.0
Ecuador,2006,46802044000.0
"Egypt, Arab Rep.",2006,107426086956.522
El Salvador,2006,15999890000.0
Eritrea,2006,1211161879.6748
Estonia,2006,17022870405.2189
Eswatini,2006,3291329938.16407
Ethiopia(excludes Eritrea),2006,15280861834.6024
Faeroe Islands,2006,2017680721.80259
Fiji,2006,3076305452.86506
Finland,2006,217089269791.764
Fm Sudan,2006,45263824686.0898
France,2006,2320536221304.7
French Polynesia,2006,5877997996.95253
